序號	書中頁碼	圖上頁碼	地圖編號	地圖名稱	分冊信息	收錄圖冊	圖番（請求圖番）	收錄圖域	所載索引圖	地區	攝影時間	測圖、測量時間	測圖時間2（製版）	測圖者	修正時間	縮圖時間	製圖時間	製版時間	製版者	製印時間	印刷時間	複製時間	複製者	調製時間	調製者	發行時間	發行者	比例尺	ps	WKT
3404	418		C3404	萬和店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽85號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((113.06187 32.165733,113.06187 32.333521,113.313551 32.333521,113.313551 32.165733,113.06187 32.165733))
3405	418		C3405	万山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽87號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((113.06171 31.833031,113.06171 32.000247,113.312581 32.000247,113.312581 31.833031,113.06171 31.833031))
3406	418		C3406	安居	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽88號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((113.061938 31.666365,113.061938 31.833807,113.312777 31.833807,113.312777 31.666365,113.061938 31.666365))
3407	418		C3407	方城縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽89號		河南省索引圖1	河南省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.819166 33.267105,112.819166 33.426846,113.060814 33.426846,113.060814 33.267105,112.819166 33.267105))
3408	418		C3408	券橋	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽90號		河南省索引圖1	河南省		中華民國23年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.818424 33.102838,112.818424 33.268047,113.060789 33.268047,113.060789 33.102838,112.818424 33.102838))
3409	418		C3409	賒旗鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽91號		河南省索引圖1	河南省		中華民國22年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.819213 32.937775,112.819213 33.104678,113.061259 33.104678,113.061259 32.937775,112.819213 32.937775))
3410	418		C3410	源潭鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽92號		河南省索引圖1	河南省		中華民國23年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.819099 32.779154,112.819099 32.938272,113.060683 32.938272,113.060683 32.779154,112.819099 32.779154))
3411	419		C3411	祁儀	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽95號		河南省索引圖1、湖北省索引圖1	河南省、湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.811532 32.333277,112.811532 32.500001,113.063763 32.500001,113.063763 32.333277,112.811532 32.333277))
3412	419		C3412	鹿頭鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽96號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.811676 32.166553,112.811676 32.333449,113.063458 32.333449,113.063458 32.166553,112.811676 32.166553))
3413	419		C3413	興隆集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽97號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.812002 31.999734,112.812002 32.167026,113.063737 32.167026,113.063737 31.999734,112.812002 31.999734))
3414	419		C3414	資山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽98號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.810749 31.832749,112.810749 32.000135,113.062711 32.000135,113.062711 31.832749,112.810749 31.832749))
3415	419		C3415	清潭	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽99號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.810984 31.666499,112.810984 31.833862,113.062447 31.833862,113.062447 31.666499,112.810984 31.666499))
3416	419		C3416	南陽縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽102號		河南省索引圖1	河南省		中華民國23年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.574388 32.937946,112.574388 33.104117,112.820143 33.104117,112.820143 32.937946,112.574388 32.937946))
3417	419		C3417	禹王店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽103號		河南省索引圖1	河南省		中華民國23年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.576099 32.778786,112.576099 32.938548,112.820117 32.938548,112.820117 32.778786,112.576099 32.778786))
3418	419		C3418	湖陽鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽106號		河南省索引圖1、湖北省索引圖1	河南省、湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.560633 32.332866,112.560633 32.50002,112.812492 32.50002,112.812492 32.332866,112.560633 32.332866))
3419	419		C3419	劉家砦	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽107號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.561743 32.165813,112.561743 32.333583,112.813045 32.333583,112.813045 32.165813,112.561743 32.165813))
3420	419		C3420	棗陽縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽108號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.561733 31.999118,112.561733 32.166971,112.813545 32.166971,112.813545 31.999118,112.561733 31.999118))
3421	420		C3421	熊家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽109號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.561601 31.83267,112.561601 32.000418,112.812845 32.000418,112.812845 31.83267,112.561601 31.83267))
3422	420		C3422	宋家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖信陽110號		湖北省索引圖1	湖北省		中華民國25年						昭和14年								昭和14年	陸地測量部/參謀本部	1:50000		POLYGON((112.561249 31.666383,112.561249 31.833524,112.812357 31.833524,112.812357 31.666383,112.561249 31.666383))
3423	420		C3423	陸官營	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖襄陽4號		河南省索引圖1	河南省		中華民國23年						昭和14年								昭和14年5月	陸地測量部/參謀本部	1:50000		POLYGON((112.314543 32.778839,112.314543 32.938605,112.577093 32.938605,112.577093 32.778839,112.314543 32.778839))
3424	420		C3424	蒼苔鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖襄陽7號		河南省索引圖1、湖北省索引圖1	河南省、湖北省		中華民國26年						昭和14年								昭和14年5月	陸地測量部/參謀本部	1:50000		POLYGON((112.311866 32.333087,112.311866 32.50019,112.563268 32.50019,112.563268 32.333087,112.311866 32.333087))
3425	420		C3425	湘河街	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽61號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.816468 33.250325,110.816468 33.409994,111.066243 33.409994,111.066243 33.250325,110.816468 33.250325))
3426	420		C3426	桐樹溝	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽62號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.821858 33.101102,110.821858 33.255321,111.070982 33.255321,111.070982 33.101102,110.821858 33.101102))
3427	420		C3427	水溝口	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽71號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.559518 33.246187,110.559518 33.40566,110.822832 33.40566,110.822832 33.246187,110.559518 33.246187))
3428	420		C3428	趙家川	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽72號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.564854 33.09687,110.564854 33.25129,110.827763 33.25129,110.827763 33.09687,110.564854 33.09687))
3429	420		C3429	白魯礎	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽81號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.319806 33.24284,110.319806 33.40122,110.565242 33.40122,110.565242 33.24284,110.319806 33.24284))
3430	420		C3430	晏坪河	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽82號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.325066 33.093102,110.325066 33.247042,110.570486 33.247042,110.570486 33.093102,110.325066 33.093102))
3431	421		C3431	勒家河	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽91號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.06468 33.238243,110.06468 33.39737,110.325144 33.39737,110.325144 33.238243,110.06468 33.238243))
3432	421		C3432	康家坪	第一冊	中國大陸五萬分之一地圖集成	民國製南支那五萬分一圖襄陽92號		陝西省索引圖1	陝西省		中華民國6年						昭和13年								昭和13年9月	陸地測量部/參謀本部	1:50000		POLYGON((110.070158 33.088424,110.070158 33.243089,110.331616 33.243089,110.331616 33.088424,110.070158 33.088424))
3433	421		C3433	固鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州1號		安徽省索引圖2	安徽省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190129 33.224227,117.190129 33.387194,117.432434 33.387194,117.432434 33.224227,117.190129 33.224227))
3434	421		C3434	何集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州2號		安徽省索引圖2	安徽省								昭和13年（中華民國24年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190021 33.053858,117.190021 33.224788,117.433071 33.224788,117.433071 33.053858,117.190021 33.053858))
3435	421		C3435	蚌埠	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州3號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190361 32.895149,117.190361 33.055378,117.432853 33.055378,117.432853 32.895149,117.190361 32.895149))
3436	421		C3436	劉府	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州4號		安徽省索引圖2	安徽省								昭和13年（中華民國20年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190381 32.731169,117.190381 32.89626,117.434259 32.89626,117.434259 32.731169,117.190381 32.731169))
3437	421		C3437	武店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州5號		安徽省索引圖2	安徽省								昭和13年（中華民國18年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.189298 32.563449,117.189298 32.732116,117.43265 32.732116,117.43265 32.563449,117.189298 32.563449))
3438	421		C3438	爐橋鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州6號		安徽省索引圖2	安徽省								昭和13年（中華民國18年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190477 32.39871,117.190477 32.566652,117.433087 32.566652,117.433087 32.39871,117.190477 32.39871))
3439	421		C3439	杜集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州7號		安徽省索引圖2	安徽省		中華民國18年														昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190084 32.237534,117.190084 32.400369,117.433473 32.400369,117.433473 32.237534,117.190084 32.237534))
3440	421		C3440	下塘集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州8號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190536 32.071506,117.190536 32.237744,117.432906 32.237744,117.432906 32.071506,117.190536 32.071506))
3441	422		C3441	円疃集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州9號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190408 31.914415,117.190408 32.07269,117.432616 32.07269,117.432616 31.914415,117.190408 31.914415))
3442	422		C3442	合肥縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州10號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190338 31.750219,117.190338 31.91483,117.432326 31.91483,117.432326 31.750219,117.190338 31.750219))
3443	422		C3443	施口	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州11號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((117.190698 31.587805,117.190698 31.75068,117.433463 31.75068,117.433463 31.587805,117.190698 31.587805))
3444	422		C3444	湖溝集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州12號		安徽省索引圖2	安徽省		中華民國14年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.942069 33.223919,116.942069 33.387917,117.191343 33.387917,117.191343 33.223919,116.942069 33.223919))
3445	422		C3445	包家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州13號		安徽省索引圖2	安徽省		中華民國18年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.942342 33.053353,116.942342 33.224788,117.192039 33.224788,117.192039 33.053353,116.942342 33.053353))
3446	422		C3446	唐店子	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州14號		安徽省索引圖2	安徽省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.942182 32.895829,116.942182 33.055308,117.191724 33.055308,117.191724 32.895829,116.942182 32.895829))
3447	422		C3447	茆塘集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州15號		安徽省索引圖2	安徽省		中華民國14年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.942046 32.731693,116.942046 32.89643,117.191458 32.89643,117.191458 32.731693,116.942046 32.731693))
3448	422		C3448	洛河街	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州16號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.94232 32.563597,116.94232 32.733984,117.193143 32.733984,117.193143 32.563597,116.94232 32.563597))
3449	422		C3449	吳山廟	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州20號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.941475 31.914076,116.941475 32.07196,117.192184 32.07196,117.192184 31.914076,116.941475 31.914076))
3450	422		C3450	將軍嶺	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州21號		安徽省索引圖2	安徽省								昭和13年（中華民國21年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.941995 31.749629,116.941995 31.915153,117.191165 31.915153,117.191165 31.749629,116.941995 31.749629))
3451	423		C3451	上派河	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州22號		安徽省索引圖2	安徽省								昭和13年（中華民國21年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.942045 31.587601,116.942045 31.750606,117.192155 31.750606,117.192155 31.587601,116.942045 31.587601))
3452	423		C3452	羅集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州23號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.691958 33.222896,116.691958 33.387673,116.943864 33.387673,116.943864 33.222896,116.691958 33.222896))
3453	423		C3453	龍亢鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州24號		安徽省索引圖2	安徽省								昭和13年（中華民國25年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.691089 33.053385,116.691089 33.225466,116.943093 33.225466,116.943093 33.053385,116.691089 33.053385))
3454	423		C3454	棗木橋	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州25號		安徽省索引圖2	安徽省								昭和13年（中華民國15年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.692063 32.896108,116.692063 33.055085,116.942978 33.055085,116.942978 32.896108,116.692063 32.896108))
3455	423		C3455	蘆溝集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州26號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.691867 32.731862,116.691867 32.896885,116.945229 32.896885,116.945229 32.731862,116.691867 32.731862))
3456	423		C3456	鳳台縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州27號		安徽省索引圖2	安徽省								昭和13年（中華民國20年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.692123 32.564356,116.692123 32.732157,116.944993 32.732157,116.944993 32.564356,116.692123 32.564356))
3457	423		C3457	汪夏店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州32號		安徽省索引圖2	安徽省								昭和13年（中華民國24年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.692203 31.748969,116.692203 31.91477,116.942916 31.91477,116.942916 31.748969,116.692203 31.748969))
3458	423		C3458	南分路口	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州33號		安徽省索引圖2	安徽省		中華民國22年														昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.691881 31.587023,116.691881 31.750947,116.94371 31.750947,116.94371 31.587023,116.691881 31.587023))
3459	423		C3459	蒙城縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州34號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.436681 33.224377,116.436681 33.387324,116.69359 33.387324,116.69359 33.224377,116.436681 33.224377))
3460	423		C3460	雙澗鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州35號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.435264 33.053901,116.435264 33.224958,116.693497 33.224958,116.693497 33.053901,116.435264 33.053901))
3461	424		C3461	楚村集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州36號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.436565 32.895309,116.436565 33.05542,116.693221 33.05542,116.693221 32.895309,116.436565 32.895309))
3462	424		C3462	顧家橋	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州37號		安徽省索引圖2	安徽省								昭和13年（中華民國23年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.436798 32.730551,116.436798 32.896375,116.692796 32.896375,116.692796 32.730551,116.436798 32.730551))
3463	424		C3463	木厰埠	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州43號		安徽省索引圖2	安徽省								昭和13年（中華民國22年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.436355 31.750169,116.436355 31.914789,116.693591 31.914789,116.693591 31.750169,116.436355 31.750169))
3464	424		C3464	六安縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州44號		安徽省索引圖2	安徽省		中華民國23年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.436635 31.587264,116.436635 31.750586,116.693218 31.750586,116.693218 31.587264,116.436635 31.587264))
3465	424		C3465	西陽集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州45號		安徽省索引圖2	安徽省								昭和13年（中華民國19年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.185576 33.224358,116.185576 33.387022,116.438161 33.387022,116.438161 33.224358,116.185576 33.224358))
3466	424		C3466	徐家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州54號		安徽省索引圖2	安徽省		中華民國22年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.185023 31.750279,116.185023 31.91475,116.437793 31.91475,116.437793 31.750279,116.185023 31.750279))
3467	424		C3467	蘇家埠	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州55號		安徽省索引圖2	安徽省		中華民國22年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((116.185692 31.586948,116.185692 31.750996,116.439068 31.750996,116.439068 31.586948,116.185692 31.586948))
3468	424		C3468	固店子	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州65號		安徽省索引圖2	安徽省		中華民國23年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.947016 31.749758,115.947016 31.915683,116.186881 31.915683,116.186881 31.749758,115.947016 31.749758))
3469	424		C3469	白塔畈	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州66號		安徽省索引圖2	安徽省		中華民國23年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.946618 31.586935,115.946618 31.750662,116.186092 31.750662,116.186092 31.586935,115.946618 31.586935))
3470	424		C3470	高公廟	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州67號		安徽省索引圖2	安徽省		中華民國25年						昭和13年								昭和13年7月	陸地測量部/參謀本部	1:50000		POLYGON((115.728514 33.267217,115.728514 33.427013,115.970297 33.427013,115.970297 33.267217,115.728514 33.267217))
3471	425		C3471	泉河鋪	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州74號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國21年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.733056 32.131553,115.733056 32.298126,115.971881 32.298126,115.971881 32.131553,115.733056 32.131553))
3472	425		C3472	黎家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州75號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國21年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.733047 31.969182,115.733047 32.135152,115.97447 32.135152,115.97447 31.969182,115.733047 31.969182))
3473	425		C3473	雙浮屠	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州78號		安徽省索引圖2	安徽省		中華民國25年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.484086 33.267346,115.484086 33.431101,115.729708 33.431101,115.729708 33.267346,115.484086 33.267346))
3474	425		C3474	谷堆集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州84號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國21年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.485929 32.296994,115.485929 32.461151,115.73501 32.461151,115.73501 32.296994,115.485929 32.296994))
3475	425		C3475	固始縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州85號		河南省索引圖1	河南省		中華民國21年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.486963 32.132509,115.486963 32.298134,115.734018 32.298134,115.734018 32.132509,115.486963 32.132509))
3476	425		C3476	郭陸灘	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州86號		河南省索引圖1	河南省		中華民國21年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.486339 31.971298,115.486339 32.132701,115.734441 32.132701,115.734441 31.971298,115.486339 31.971298))
3477	425		C3477	界首集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州89號		安徽省索引圖2	安徽省								昭和13年（中華民國21年）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((115.196449 33.224128,115.196449 33.387234,115.434113 33.387234,115.434113 33.224128,115.196449 33.224128))
3478	425		C3478	高集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州93號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國22年						昭和13年								昭和13年7月	陸地測量部/參謀本部	1:50000		POLYGON((115.249291 32.622216,115.249291 32.780259,115.487932 32.780259,115.487932 32.622216,115.249291 32.622216))
3479	425		C3479	固城倉	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州94號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國22年						昭和13年								昭和13年7月	陸地測量部/參謀本部	1:50000		POLYGON((115.24928 32.459961,115.24928 32.623379,115.487869 32.623379,115.487869 32.459961,115.24928 32.459961))
3480	425		C3480	張庄集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州95號		河南省索引圖1	河南省		中華民國21年						昭和13年								昭和13年7月	陸地測量部/參謀本部	1:50000		POLYGON((115.248963 32.295974,115.248963 32.4604,115.487671 32.4604,115.487671 32.295974,115.248963 32.295974))
3481	426		C3481	春河集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州96號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.249472 32.131625,115.249472 32.297961,115.487931 32.297961,115.487931 32.131625,115.249472 32.131625))
3482	426		C3482	江家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州97號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.249756 31.971603,115.249756 32.132643,115.487932 32.132643,115.487932 31.971603,115.249756 31.971603))
3483	426		C3483	商城縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州98號		河南省索引圖1	河南省		中華民國10年						昭和13年								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.249755 31.808409,115.249755 31.972134,115.487779 31.972134,115.487779 31.808409,115.249755 31.808409))
3484	426		C3484	沈邱集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州101號		河南省索引圖1	河南省								昭和13年（中華民國20年）								昭和13年5月	陸地測量部/參謀本部	1:50000		POLYGON((115.001023 33.103671,115.001023 33.269291,115.248206 33.269291,115.248206 33.103671,115.001023 33.103671))
3485	426		C3485	頓崗	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州104號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國22年						昭和13年								昭和13年7月	陸地測量部/參謀本部	1:50000		POLYGON((115.001296 32.622421,115.001296 32.780649,115.250283 32.780649,115.250283 32.622421,115.001296 32.622421))
3486	426		C3486	黃湖店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分一圖廬州105號		安徽省索引圖3、河南省索引圖1	安徽省、河南省		中華民國22年						昭和13年								昭和13年7月	陸地測量部/參謀本部	1:50000		POLYGON((115.000482 32.459289,115.000482 32.622927,115.250508 32.622927,115.250508 32.459289,115.000482 32.459289))
